Timestamp,Status,Attack Type,MSE
18:32:12,Anomaly,Unknown Anomaly,471.579832
18:32:12,Anomaly,Unknown Anomaly,65.697498
18:32:13,Anomaly,Unknown Anomaly,98.403368
18:32:13,Anomaly,Unknown Anomaly,98.403368
18:32:13,Anomaly,Unknown Anomaly,98.403368
18:32:13,Anomaly,Unknown Anomaly,240.050420
18:32:13,Anomaly,Unknown Anomaly,28033.193277
18:32:13,Anomaly,Unknown Anomaly,28033.193277
18:32:13,Anomaly,Unknown Anomaly,28033.193277
18:32:13,Anomaly,Unknown Anomaly,244.084034
18:32:13,Anomaly,Unknown Anomaly,90.840345
18:32:14,Anomaly,Unknown Anomaly,432.991597
18:32:14,Anomaly,Unknown Anomaly,72.151276
18:32:14,Anomaly,Unknown Anomaly,28033.193277
18:32:14,Anomaly,Unknown Anomaly,28033.193277
18:32:14,Anomaly,Unknown Anomaly,111.680677
18:32:14,Anomaly,Unknown Anomaly,111.680677
18:32:14,Anomaly,Unknown Anomaly,28033.193277
18:32:14,Anomaly,Unknown Anomaly,28033.193277
18:32:15,Anomaly,Unknown Anomaly,28033.193277
18:32:15,Anomaly,Unknown Anomaly,28033.193277
18:32:15,Anomaly,Unknown Anomaly,23381.899160
18:32:15,Anomaly,Unknown Anomaly,411.680672
18:32:15,Anomaly,Unknown Anomaly,260.554622
18:32:15,Anomaly,Unknown Anomaly,27859.815126
18:32:15,Anomaly,Unknown Anomaly,1578.907563
18:32:15,Anomaly,Unknown Anomaly,2282.268908
18:32:16,Anomaly,Unknown Anomaly,28033.193277
18:32:16,Anomaly,Unknown Anomaly,28033.193277
18:32:16,Anomaly,Unknown Anomaly,28033.193277
18:32:16,Anomaly,Unknown Anomaly,3028.621849
18:32:16,Anomaly,Unknown Anomaly,2395.109244
18:32:16,Anomaly,Unknown Anomaly,3172.991597
18:32:16,Anomaly,Unknown Anomaly,28033.193277
18:32:16,Anomaly,Unknown Anomaly,689.226891
18:32:17,Anomaly,Unknown Anomaly,16455.680672
18:32:17,Anomaly,Unknown Anomaly,449.327731
18:32:17,Anomaly,Unknown Anomaly,93.327739
18:32:17,Anomaly,Unknown Anomaly,83.579843
18:32:17,Anomaly,Unknown Anomaly,74.369762
18:32:17,Anomaly,Unknown Anomaly,93.327739
18:32:17,Anomaly,Unknown Anomaly,93.327739
18:32:17,Anomaly,Unknown Anomaly,6161.899160
18:32:17,Anomaly,Unknown Anomaly,137.697481
18:32:18,Anomaly,Unknown Anomaly,65.697498
18:32:18,Anomaly,Unknown Anomaly,3000.151261
18:32:18,Anomaly,Unknown Anomaly,95.848747
18:32:18,Anomaly,Unknown Anomaly,3143.848739
18:32:18,Anomaly,Unknown Anomaly,78.907575
18:32:18,Anomaly,Unknown Anomaly,85.966396
18:32:18,Anomaly,Unknown Anomaly,90.840345
18:32:18,Anomaly,Unknown Anomaly,336.554622
18:32:19,Anomaly,Unknown Anomaly,187.109244
18:32:19,Anomaly,Unknown Anomaly,317.798319
18:32:19,Anomaly,Unknown Anomaly,187.109244
18:32:19,Anomaly,Unknown Anomaly,100.991603
18:32:19,Anomaly,Unknown Anomaly,111.680677
18:32:19,Anomaly,Unknown Anomaly,59.546243
18:32:19,Anomaly,Unknown Anomaly,49.966421
18:32:19,Anomaly,Unknown Anomaly,72.151276
18:32:19,Anomaly,Unknown Anomaly,83.579843
18:32:20,Anomaly,Unknown Anomaly,74.369762
18:32:20,Anomaly,Unknown Anomaly,114.436979
18:32:20,Anomaly,Unknown Anomaly,59.546243
18:32:20,Anomaly,Unknown Anomaly,103.613451
18:32:20,Anomaly,Unknown Anomaly,48.151298
18:32:20,Anomaly,Unknown Anomaly,336.554622
18:32:20,Anomaly,Unknown Anomaly,187.109244
18:32:20,Anomaly,Unknown Anomaly,146.974792
18:32:21,Anomaly,Unknown Anomaly,948.050420
18:32:21,Anomaly,Unknown Anomaly,317.798319
18:32:21,Anomaly,Unknown Anomaly,187.109244
18:32:21,Anomaly,Unknown Anomaly,2282.268908
18:32:21,Anomaly,Unknown Anomaly,3028.621849
18:32:21,Anomaly,Unknown Anomaly,2395.109244
18:32:21,Anomaly,Unknown Anomaly,3172.991597
18:32:21,Anomaly,Unknown Anomaly,3000.151261
18:32:21,Anomaly,Unknown Anomaly,3143.848739
18:32:22,Anomaly,Unknown Anomaly,49.966421
18:32:22,Anomaly,Unknown Anomaly,72.151276
18:32:22,Anomaly,Unknown Anomaly,49.966421
18:32:22,Anomaly,Unknown Anomaly,72.151276
18:32:22,Anomaly,Unknown Anomaly,49.966421
18:32:22,Anomaly,Unknown Anomaly,72.151276
18:32:22,Anomaly,Unknown Anomaly,49.966421
18:32:22,Anomaly,Unknown Anomaly,72.151276
18:32:23,Anomaly,Unknown Anomaly,49.966421
18:32:23,Anomaly,Unknown Anomaly,72.151276
18:32:23,Anomaly,Unknown Anomaly,49.966421
18:32:23,Anomaly,Unknown Anomaly,72.151276
18:32:23,Anomaly,Unknown Anomaly,49.966421
18:32:23,Anomaly,Unknown Anomaly,72.151276
18:32:23,Anomaly,Unknown Anomaly,336.554622
